answer,answer_pct,cell_pct,election,question,question_number,state,vote_group
Somewhat well,36.0,6.0,president,How is the fight against ISIS going?,39,National,Other/No Answer
Somewhat badly,28.0,37.0,president,How is the fight against ISIS going?,39,National,Clinton
Somewhat badly,28.0,56.0,president,How is the fight against ISIS going?,39,National,Trump
Somewhat badly,28.0,7.0,president,How is the fight against ISIS going?,39,National,Other/No Answer
Very badly,24.0,11.0,president,How is the fight against ISIS going?,39,National,Clinton
Very badly,24.0,85.0,president,How is the fight against ISIS going?,39,National,Trump
Very badly,24.0,4.0,president,How is the fight against ISIS going?,39,National,Other/No Answer
Well,42.0,73.0,president,How is the fight against ISIS going?,40,National,Clinton
Well,42.0,23.0,president,How is the fight against ISIS going?,40,National,Trump
Well,42.0,4.0,president,How is the fight against ISIS going?,40,National,Other/No Answer
Badly,52.0,25.0,president,How is the fight against ISIS going?,40,National,Clinton
Badly,52.0,70.0,president,How is the fight against ISIS going?,40,National,Trump
Badly,52.0,5.0,president,How is the fight against ISIS going?,40,National,Other/No Answer
The most important factor,21.0,41.0,president,"In your vote, were Supreme Court appointments:",41,National,Clinton
The most important factor,21.0,56.0,president,"In your vote, were Supreme Court appointments:",41,National,Trump
The most important factor,21.0,3.0,president,"In your vote, were Supreme Court appointments:",41,National,Other/No Answer
An important factor,48.0,48.0,president,"In your vote, were Supreme Court appointments:",41,National,Clinton
An important factor,48.0,47.0,president,"In your vote, were Supreme Court appointments:",41,National,Trump
An important factor,48.0,5.0,president,"In your vote, were Supreme Court appointments:",41,National,Other/No Answer
A minor factor,14.0,50.0,president,"In your vote, were Supreme Court appointments:",41,National,Clinton
A minor factor,14.0,41.0,president,"In your vote, were Supreme Court appointments:",41,National,Trump
A minor factor,14.0,9.0,president,"In your vote, were Supreme Court appointments:",41,National,Other/No Answer
Not a factor at all,14.0,55.0,president,"In your vote, were Supreme Court appointments:",41,National,Clinton
Not a factor at all,14.0,39.0,president,"In your vote, were Supreme Court appointments:",41,National,Trump
Not a factor at all,14.0,6.0,president,"In your vote, were Supreme Court appointments:",41,National,Other/No Answer
Important,70.0,46.0,president,"In your vote, were Supreme Court appointments:",42,National,Clinton
Important,70.0,50.0,president,"In your vote, were Supreme Court appointments:",42,National,Trump
Important,70.0,4.0,president,"In your vote, were Supreme Court appointments:",42,National,Other/No Answer
Not important,28.0,52.0,president,"In your vote, were Supreme Court appointments:",42,National,Clinton
Not important,28.0,40.0,president,"In your vote, were Supreme Court appointments:",42,National,Trump
Not important,28.0,8.0,president,"In your vote, were Supreme Court appointments:",42,National,Other/No Answer
Treat all fairly,43.0,23.0,president,Does the country's criminal justice system:,43,National,Clinton
Treat all fairly,43.0,74.0,president,Does the country's criminal justice system:,43,National,Trump
Treat all fairly,43.0,3.0,president,Does the country's criminal justice system:,43,National,Other/No Answer
Treat blacks unfairly,48.0,71.0,president,Does the country's criminal justice system:,43,National,Clinton
Treat blacks unfairly,48.0,22.0,president,Does the country's criminal justice system:,43,National,Trump
Treat blacks unfairly,48.0,7.0,president,Does the country's criminal justice system:,43,National,Other/No Answer
Did not go far enough,30.0,78.0,president,View on Obamacare,44,National,Clinton
Did not go far enough,30.0,18.0,president,View on Obamacare,44,National,Trump
Did not go far enough,30.0,4.0,president,View on Obamacare,44,National,Other/No Answer
Was about right,18.0,82.0,president,View on Obamacare,44,National,Clinton
Was about right,18.0,10.0,president,View on Obamacare,44,National,Trump
Was about right,18.0,8.0,president,View on Obamacare,44,National,Other/No Answer
Went too far,47.0,13.0,president,View on Obamacare,44,National,Clinton
Went too far,47.0,83.0,president,View on Obamacare,44,National,Trump
Went too far,47.0,4.0,president,View on Obamacare,44,National,Other/No Answer
Enthusiastic,5.0,78.0,president,Feelings about the federal government,45,National,Clinton
Enthusiastic,5.0,20.0,president,Feelings about the federal government,45,National,Trump
Enthusiastic,5.0,2.0,president,Feelings about the federal government,45,National,Other/No Answer
Satisfied,24.0,75.0,president,Feelings about the federal government,45,National,Clinton
Satisfied,24.0,20.0,president,Feelings about the federal government,45,National,Trump
Satisfied,24.0,5.0,president,Feelings about the federal government,45,National,Other/No Answer
Dissatisfied,46.0,45.0,president,Feelings about the federal government,45,National,Clinton
Dissatisfied,46.0,49.0,president,Feelings about the federal government,45,National,Trump
Dissatisfied,46.0,6.0,president,Feelings about the federal government,45,National,Other/No Answer
Angry,23.0,18.0,president,Feelings about the federal government,45,National,Clinton
Angry,23.0,77.0,president,Feelings about the federal government,45,National,Trump
Angry,23.0,5.0,president,Feelings about the federal government,45,National,Other/No Answer
Enthusiastic/Satisfied,29.0,76.0,president,Feelings about the federal government,46,National,Clinton
Enthusiastic/Satisfied,29.0,20.0,president,Feelings about the federal government,46,National,Trump
Enthusiastic/Satisfied,29.0,4.0,president,Feelings about the federal government,46,National,Other/No Answer
Dissatisfied/Angry,69.0,36.0,president,Feelings about the federal government,46,National,Clinton
Dissatisfied/Angry,69.0,58.0,president,Feelings about the federal government,46,National,Trump
Dissatisfied/Angry,69.0,6.0,president,Feelings about the federal government,46,National,Other/No Answer
Government should do more,45.0,74.0,president,Opinion of government,47,National,Clinton
Government should do more,45.0,22.0,president,Opinion of government,47,National,Trump
Government should do more,45.0,4.0,president,Opinion of government,47,National,Other/No Answer
Government doing too much,50.0,21.0,president,Opinion of government,47,National,Clinton
Government doing too much,50.0,73.0,president,Opinion of government,47,National,Trump
Government doing too much,50.0,6.0,president,Opinion of government,47,National,Other/No Answer
Strongly approve,33.0,94.0,president,Opinion of Barack Obama as president,48,National,Clinton
Strongly approve,33.0,4.0,president,Opinion of Barack Obama as president,48,National,Trump
Strongly approve,33.0,2.0,president,Opinion of Barack Obama as president,48,National,Other/No Answer
Somewhat approve,20.0,69.0,president,Opinion of Barack Obama as president,48,National,Clinton
Somewhat approve,20.0,21.0,president,Opinion of Barack Obama as president,48,National,Trump
Somewhat approve,20.0,10.0,president,Opinion of Barack Obama as president,48,National,Other/No Answer
Somewhat disapprove,12.0,14.0,president,Opinion of Barack Obama as president,48,National,Clinton
Somewhat disapprove,12.0,76.0,president,Opinion of Barack Obama as president,48,National,Trump
Somewhat disapprove,12.0,10.0,president,Opinion of Barack Obama as president,48,National,Other/No Answer
Strongly disapprove,33.0,3.0,president,Opinion of Barack Obama as president,48,National,Clinton
Strongly disapprove,33.0,95.0,president,Opinion of Barack Obama as president,48,National,Trump
Strongly disapprove,33.0,2.0,president,Opinion of Barack Obama as president,48,National,Other/No Answer
Approve,53.0,84.0,president,Opinion of Barack Obama as president,49,National,Clinton
Approve,53.0,10.0,president,Opinion of Barack Obama as president,49,National,Trump
Approve,53.0,6.0,president,Opinion of Barack Obama as president,49,National,Other/No Answer
Disapprove,45.0,6.0,president,Opinion of Barack Obama as president,49,National,Clinton
Disapprove,45.0,90.0,president,Opinion of Barack Obama as president,49,National,Trump
Disapprove,45.0,4.0,president,Opinion of Barack Obama as president,49,National,Other/No Answer
Continue Obama's policies,28.0,91.0,president,Should the next president:,50,National,Clinton
Continue Obama's policies,28.0,5.0,president,Should the next president:,50,National,Trump
Continue Obama's policies,28.0,4.0,president,Should the next president:,50,National,Other/No Answer
Be more conservative,48.0,13.0,president,Should the next president:,50,National,Clinton
Be more conservative,48.0,83.0,president,Should the next president:,50,National,Trump
Be more conservative,48.0,4.0,president,Should the next president:,50,National,Other/No Answer
Be more liberal,17.0,70.0,president,Should the next president:,50,National,Clinton
Be more liberal,17.0,23.0,president,Should the next president:,50,National,Trump
Be more liberal,17.0,7.0,president,Should the next president:,50,National,Other/No Answer
Favorable,44.0,95.0,president,Opinion of Hillary Clinton,51,National,Clinton
Favorable,44.0,3.0,president,Opinion of Hillary Clinton,51,National,Trump
Favorable,44.0,2.0,president,Opinion of Hillary Clinton,51,National,Other/No Answer
Unfavorable,54.0,11.0,president,Opinion of Hillary Clinton,51,National,Clinton
Unfavorable,54.0,82.0,president,Opinion of Hillary Clinton,51,National,Trump
Unfavorable,54.0,7.0,president,Opinion of Hillary Clinton,51,National,Other/No Answer
Favorable,38.0,4.0,president,Opinion of Donald Trump,52,National,Clinton
Favorable,38.0,95.0,president,Opinion of Donald Trump,52,National,Trump
Favorable,38.0,1.0,president,Opinion of Donald Trump,52,National,Other/No Answer
Unfavorable,60.0,77.0,president,Opinion of Donald Trump,52,National,Clinton
Unfavorable,60.0,15.0,president,Opinion of Donald Trump,52,National,Trump
Unfavorable,60.0,8.0,president,Opinion of Donald Trump,52,National,Other/No Answer
Both favorable,2.0,,president,Opinion of Clinton and Trump,53,National,Clinton
Both favorable,2.0,,president,Opinion of Clinton and Trump,53,National,Trump
Both favorable,2.0,,president,Opinion of Clinton and Trump,53,National,Other/No Answer
Only Clinton favorable,41.0,98.0,president,Opinion of Clinton and Trump,53,National,Clinton
Only Clinton favorable,41.0,1.0,president,Opinion of Clinton and Trump,53,National,Trump
Only Clinton favorable,41.0,1.0,president,Opinion of Clinton and Trump,53,National,Other/No Answer
Only Trump favorable,36.0,1.0,president,Opinion of Clinton and Trump,53,National,Clinton
Only Trump favorable,36.0,98.0,president,Opinion of Clinton and Trump,53,National,Trump
Only Trump favorable,36.0,1.0,president,Opinion of Clinton and Trump,53,National,Other/No Answer
Both unfavorable,18.0,29.0,president,Opinion of Clinton and Trump,53,National,Clinton
Both unfavorable,18.0,49.0,president,Opinion of Clinton and Trump,53,National,Trump
Both unfavorable,18.0,22.0,president,Opinion of Clinton and Trump,53,National,Other/No Answer
Yes,36.0,94.0,president,Is Hillary Clinton honest and trustworthy?,54,National,Clinton
Yes,36.0,4.0,president,Is Hillary Clinton honest and trustworthy?,54,National,Trump
Yes,36.0,2.0,president,Is Hillary Clinton honest and trustworthy?,54,National,Other/No Answer
No,61.0,20.0,president,Is Hillary Clinton honest and trustworthy?,54,National,Clinton
No,61.0,73.0,president,Is Hillary Clinton honest and trustworthy?,54,National,Trump
No,61.0,7.0,president,Is Hillary Clinton honest and trustworthy?,54,National,Other/No Answer
Yes,33.0,5.0,president,Is Donald Trump honest and trustworthy?,55,National,Clinton
Yes,33.0,94.0,president,Is Donald Trump honest and trustworthy?,55,National,Trump
Yes,33.0,1.0,president,Is Donald Trump honest and trustworthy?,55,National,Other/No Answer
No,63.0,71.0,president,Is Donald Trump honest and trustworthy?,55,National,Clinton
No,63.0,21.0,president,Is Donald Trump honest and trustworthy?,55,National,Trump
No,63.0,8.0,president,Is Donald Trump honest and trustworthy?,55,National,Other/No Answer
Both are,2.0,,president,Which candidate is honest?,56,National,Clinton
Both are,2.0,,president,Which candidate is honest?,56,National,Trump
Both are,2.0,,president,Which candidate is honest?,56,National,Other/No Answer
Only Clinton is,34.0,96.0,president,Which candidate is honest?,56,National,Clinton
